mpc_step,admm_iter,k,n_c,lam_n_EE-BOX,lam_t_norm_EE-BOX,gamma_EE-BOX,lam_n_T-VERT-0,lam_t_norm_T-VERT-0,gamma_T-VERT-0,lam_n_T-VERT-1,lam_t_norm_T-VERT-1,gamma_T-VERT-1,lam_n_T-VERT-2,lam_t_norm_T-VERT-2,gamma_T-VERT-2
0,9,7,4,14.696432,2.611500,0.000000,5.412414,0.000000,0.000000,12.145145,12.050534,0.000000,4.669744,7.250884,-0.000000
0,9,8,4,15.151268,2.851762,0.000000,10.509406,5.410389,-0.000000,22.801517,23.346632,0.000000,9.757813,9.714239,0.000000
0,9,9,4,11.950416,1.916943,-0.000000,9.113147,7.180278,-0.000000,18.913127,18.315056,-0.000000,8.889201,8.166937,-0.000000
0,9,10,4,12.420899,1.725706,0.000000,13.257962,8.790666,-0.000000,25.244142,26.522589,-0.000000,13.590464,5.203909,0.000000
0,9,11,4,12.941146,1.558076,-0.000000,11.371016,7.837406,-0.000000,23.219313,23.183939,-0.000000,13.695116,6.707959,0.000000
0,9,12,4,12.119496,1.589883,-0.000000,-0.000000,0.000000,-0.000000,6.954312,6.597952,0.000000,1.871472,3.667310,-0.000000
0,9,13,4,9.089383,0.736368,-0.000000,-0.000000,1.683542,-0.000000,0.344751,0.594491,0.000000,-0.000000,0.094675,0.087543
0,9,14,4,8.696854,0.161581,0.000000,-0.000000,1.923393,0.896749,0.629873,0.566292,0.545748,-0.000000,0.833620,-0.000000
0,9,15,4,8.419695,0.192463,-0.000000,-0.000000,0.758103,2.526846,1.215890,1.943195,0.822011,-0.000000,1.407958,1.220356
0,9,16,4,8.185807,0.162549,0.000000,-0.000000,0.903796,3.013221,1.380422,1.942354,1.194297,-0.000000,2.279354,1.286036
0,9,17,4,8.498894,0.150331,0.000000,-0.000000,1.241423,3.555046,0.926041,2.508237,1.487314,-0.000000,1.185890,1.705074
0,9,18,4,8.108795,0.223089,0.000000,-0.000000,0.010079,2.509374,1.696272,2.732951,1.304513,0.131978,0.729997,1.520004
0,9,19,4,5.022379,0.092467,0.000000,-0.000000,0.000000,0.533686,0.000000,0.217352,0.700966,-0.000000,0.726985,0.000000
0,10,0,4,18.681052,4.556280,-0.000000,2.808678,2.199334,-0.000000,9.650755,10.123662,0.542594,2.868845,3.706611,0.553715
0,10,1,4,13.910710,2.584007,0.000000,-0.000000,2.029436,0.000000,3.422530,3.675502,0.953529,0.052018,0.978732,0.973073
0,10,2,4,12.368771,1.923833,0.000000,-0.000000,4.211139,0.000000,1.119874,0.688682,0.756571,0.000000,0.000000,0.774055
0,10,3,4,12.111472,1.741104,-0.000000,-0.000000,0.000000,-0.000000,1.254450,0.000000,0.496269,-0.000000,0.000000,0.463917
0,10,4,4,15.140158,3.024562,-0.000000,7.073615,1.227244,0.000000,14.287690,15.347567,0.149896,5.513677,6.382409,0.694956
0,10,5,4,15.172473,3.044917,0.000000,8.679810,5.789649,-0.000000,21.128033,19.870502,0.342561,9.150064,12.829295,0.581958
0,10,6,4,18.816215,4.378387,0.000000,15.607711,6.661049,0.000000,32.326193,33.883788,-0.000000,15.081949,12.747746,0.089605
0,10,7,4,20.052812,5.084265,0.000000,11.686442,0.668779,0.000000,25.280284,25.978788,0.000000,10.991134,10.827565,-0.000000
0,10,8,4,15.439523,3.627650,-0.000000,-0.000000,0.000000,-0.000000,5.154786,3.604099,0.000000,-0.000000,1.280625,0.000000
0,10,9,4,10.828125,1.321094,-0.000000,-0.000000,0.949429,2.831578,0.371461,0.135345,1.316284,-0.000000,0.796502,0.818493
0,10,10,4,11.167816,1.314910,0.000000,-0.000000,2.803613,4.594118,1.386053,0.571011,2.059646,-0.000000,2.181659,1.598350
0,10,11,4,12.249908,1.159028,-0.000000,-0.000000,4.038714,5.183281,1.558145,0.465631,2.059492,-0.000000,5.847916,1.994321
0,10,12,4,12.298175,1.310242,0.000000,-0.000000,2.730494,2.830247,2.813824,2.245260,1.526614,-0.000000,0.169909,1.498934
0,10,13,4,7.001512,0.370654,-0.000000,-0.000000,0.110391,0.353734,-0.000000,0.000000,0.434150,-0.000000,0.892174,0.000000
0,10,14,4,7.607570,0.217828,0.000000,-0.000000,0.000000,0.000000,1.278592,0.000000,0.000000,-0.000000,2.489481,-0.000000
0,10,15,4,9.919019,0.750317,0.000000,6.263062,4.293215,-0.000000,13.343554,13.544161,-0.000000,7.601899,0.000000,-0.000000
0,10,16,4,10.834403,0.668435,0.000000,9.551036,4.175811,0.000000,18.267231,18.204139,0.000000,11.692911,2.156350,0.000000
0,10,17,4,11.714845,1.162093,-0.000000,11.052931,5.629238,0.000000,19.760082,18.722736,0.000000,11.895584,2.561756,0.000000
0,10,18,4,11.745759,1.326670,0.000000,16.830132,11.225949,-0.000000,33.887965,34.269561,0.000000,21.012694,7.254543,-0.000000
0,10,19,4,7.854493,1.074652,0.000000,9.451587,8.203431,-0.000000,22.322345,19.770905,-0.000000,15.271706,9.691048,0.000000
0,11,0,4,18.367553,4.439863,-0.000000,3.476558,1.187145,0.000000,8.991141,9.198701,0.459713,2.608403,2.542255,0.469135
0,11,1,4,13.658700,2.409542,0.000000,2.282607,0.000000,-0.000000,7.199787,7.624692,0.316023,2.364544,1.823681,0.322500
0,11,2,4,13.937296,2.541527,0.000000,5.674894,0.000000,0.000000,12.328933,13.446850,-0.000000,5.277069,3.801007,-0.000000
0,11,3,4,15.049517,3.156204,0.000000,8.060488,3.964301,0.000000,16.950454,17.421993,0.153119,7.153118,7.188065,0.156257
0,11,4,4,17.063481,3.697747,-0.000000,13.584312,3.422113,0.000000,25.366952,25.466538,0.586894,12.128959,12.052901,0.598923
0,11,5,4,14.704235,3.128136,0.000000,-0.000000,0.000000,-0.000000,8.574820,8.805819,0.977783,2.247355,4.676298,1.016051
0,11,6,4,16.063976,3.762211,-0.000000,-0.000000,3.187551,0.123705,3.033729,3.798805,1.057475,-0.000000,2.680021,1.817911
0,11,7,4,17.567846,3.440983,-0.000000,-0.000000,4.251557,1.005033,3.093174,1.972520,0.648844,-0.000000,2.164780,1.074520
0,11,8,4,14.572171,2.466450,-0.000000,-0.000000,3.240206,-0.000000,2.306101,0.473742,1.442960,-0.000000,0.801411,1.493399
0,11,9,4,8.422378,0.735694,-0.000000,-0.000000,0.770648,-0.000000,-0.000000,0.368429,0.115857,-0.000000,1.700442,0.197884
0,11,10,4,9.477191,0.587333,-0.000000,-0.000000,0.000000,0.000000,2.180759,1.011256,-0.000000,-0.000000,5.357250,0.000000
0,11,11,4,12.388724,1.546104,0.000000,1.386020,0.000000,-0.000000,4.315588,3.552091,-0.000000,-0.000000,8.076097,-0.000000
0,11,12,4,13.934972,2.308195,0.000000,7.105463,1.907119,-0.000000,16.921636,18.874972,0.000000,6.405296,4.507775,-0.000000
0,11,13,4,8.763558,1.086014,0.000000,5.579144,3.636580,0.000000,9.506399,9.399767,0.000000,4.606407,3.137622,0.000000
0,11,14,4,10.471173,0.929657,-0.000000,12.732713,5.845169,0.000000,21.197015,23.574640,-0.000000,13.380867,0.000000,0.000000
0,11,15,4,12.652277,1.226192,-0.000000,9.563383,6.513630,-0.000000,24.421429,24.480960,-0.000000,14.501966,3.125195,-0.000000
0,11,16,4,11.857032,1.542657,0.000000,-0.000000,0.000000,-0.000000,5.312270,4.762155,0.000000,1.800100,4.999459,0.000000
0,11,17,4,10.648989,1.022091,0.000000,-0.000000,0.123715,-0.000000,0.863133,0.000000,0.000000,-0.000000,1.139343,-0.000000
0,11,18,4,9.916071,0.756387,-0.000000,-0.000000,1.676286,0.000000,0.971635,0.000000,0.000000,-0.000000,1.811736,-0.000000
0,11,19,4,7.919837,0.000000,0.000000,-0.000000,0.225294,3.914046,0.433232,1.391502,1.617223,0.000000,0.108704,2.416346
0,12,0,4,18.156025,4.358512,-0.000000,6.377406,0.000000,0.000000,11.924136,10.618910,0.451864,4.672458,3.606576,0.461125
0,12,1,4,12.999716,2.068522,-0.000000,5.515303,0.652234,-0.000000,12.179794,11.135004,0.735140,5.879997,5.302860,0.750208
0,12,2,4,12.524391,1.755308,-0.000000,3.932833,0.000000,0.000000,12.339144,11.893849,0.856299,5.255590,6.540550,0.873190
0,12,3,4,11.557654,1.728292,0.000000,-0.000000,0.000000,-0.000000,3.905198,3.644369,1.210068,-0.000000,2.654154,1.257027
0,12,4,4,11.711138,1.581808,-0.000000,-0.000000,3.042038,0.000000,0.037765,0.659220,1.272232,-0.000000,1.647293,1.088681
0,12,5,4,12.258890,1.325519,0.000000,-0.000000,2.046885,2.199610,3.565879,3.273662,0.727688,1.414091,2.219931,0.540934
0,12,6,4,13.407464,2.354817,0.000000,-0.000000,1.135894,0.000000,2.187816,2.472295,-0.000000,-0.000000,0.986407,0.058508
0,12,7,4,16.001690,3.178551,-0.000000,1.461037,0.000000,-0.000000,8.404803,9.920608,0.667120,1.612928,2.390848,0.788213
0,12,8,4,14.206268,2.750011,0.000000,8.150876,2.672799,0.000000,15.930922,18.732212,0.432897,6.278396,6.965671,0.472462
0,12,9,4,9.611464,1.029692,0.000000,4.089094,2.367501,0.000000,8.800197,7.264415,0.445749,3.947773,5.738749,0.566658
0,12,10,4,12.533591,1.821045,0.000000,8.062609,2.045842,0.000000,15.502870,16.889679,-0.000000,7.437561,7.501443,0.000000
0,12,11,4,14.991779,2.624101,0.000000,9.328657,4.310361,-0.000000,17.707327,19.983661,-0.000000,8.806486,1.554260,0.000000
0,12,12,4,15.361464,2.727617,0.000000,8.023784,5.414014,0.000000,19.994608,19.342968,-0.000000,10.516543,4.889704,-0.000000
0,12,13,4,8.910100,0.895887,0.000000,-0.000000,0.000000,-0.000000,0.909039,1.159247,0.000000,-0.000000,1.294646,-0.000000
0,12,14,4,9.799952,1.113079,-0.000000,-0.000000,0.000000,-0.000000,3.480762,3.713913,-0.000000,1.668956,5.818159,-0.000000
0,12,15,4,10.079500,0.880329,0.000000,-0.000000,0.872199,0.797478,2.030824,0.636448,0.240273,0.000000,3.155373,0.154718
0,12,16,4,11.070047,0.640396,0.000000,-0.000000,1.542053,0.000000,2.216561,0.533763,-0.000000,0.204558,0.124523,-0.000000
0,12,17,4,9.002559,0.693040,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.029787,0.000000
0,12,18,4,10.433357,0.951181,-0.000000,0.032456,0.910484,-0.000000,5.682803,5.753639,-0.000000,1.525807,4.132549,-0.000000
0,12,19,4,10.140675,0.950071,0.000000,4.599594,4.979013,0.000000,13.423126,13.076083,-0.000000,7.488841,4.400171,0.000000
0,13,0,4,17.421207,3.932311,0.000000,4.790728,1.899381,-0.000000,9.924433,10.201021,0.422318,3.414303,3.740375,0.430974
0,13,1,4,10.375300,0.844387,0.000000,-0.000000,1.305761,0.277311,4.549412,4.749524,0.849661,1.803338,2.106828,0.878067
0,13,2,4,9.286481,0.791779,0.000000,-0.000000,2.603318,0.237470,1.278522,0.556621,0.540417,-0.000000,0.200974,0.567679
0,13,3,4,8.768150,0.360251,0.000000,-0.000000,0.000000,0.000000,1.169404,0.000000,-0.000000,-0.000000,0.000000,0.000000
0,13,4,4,11.107677,1.067520,0.000000,3.116659,0.000000,0.000000,5.702417,4.390782,-0.000000,3.693495,2.727562,0.000000
0,13,5,4,14.286165,2.119592,0.000000,7.581737,1.819896,-0.000000,19.683830,20.583101,-0.000000,9.719426,5.961976,-0.000000
0,13,6,4,16.501554,3.533898,0.000000,8.924067,2.470003,-0.000000,20.130070,19.837546,-0.000000,9.800612,6.673075,-0.000000
0,13,7,4,17.770543,4.055840,-0.000000,11.037038,6.819088,0.000000,24.043297,23.319931,0.153058,10.181801,8.174530,0.156941
0,13,8,4,14.398099,2.851308,0.000000,7.325537,0.000000,0.000000,14.298399,13.860814,0.161694,6.835072,6.615568,0.166107
0,13,9,4,8.608114,0.486962,0.000000,-0.000000,0.000000,-0.000000,0.641633,2.558969,0.139673,-0.000000,0.172999,0.274035
0,13,10,4,10.798523,1.357441,-0.000000,-0.000000,0.779459,0.000000,1.728621,4.584100,0.041403,-0.000000,2.174392,0.602510
0,13,11,4,13.014854,2.009775,-0.000000,-0.000000,1.154402,-0.000000,1.910672,2.338642,0.000000,-0.000000,1.595256,0.046221
0,13,12,4,12.207587,1.746259,0.000000,-0.000000,3.089584,1.166219,1.732999,1.345430,0.559006,-0.000000,2.129856,0.182686
0,13,13,4,7.652426,0.000000,0.000000,-0.000000,0.066694,1.216462,1.313435,1.690555,0.464603,-0.000000,1.351947,0.137675
0,13,14,4,7.574332,0.192872,0.000000,-0.000000,0.842580,0.000000,1.622194,0.259828,0.000000,0.309556,3.102624,-0.000000
0,13,15,4,10.478764,0.694933,0.000000,0.565781,0.000000,-0.000000,5.133505,6.488740,0.000000,0.726438,3.397133,0.000000
0,13,16,4,12.853184,1.437488,-0.000000,7.721290,3.730485,-0.000000,17.112949,19.804526,0.000000,8.438083,1.037943,0.000000
0,13,17,4,11.735065,1.716152,0.000000,8.818513,6.700847,-0.000000,16.567072,17.507336,-0.000000,8.927551,2.632881,0.000000
0,13,18,4,14.028367,2.443289,0.000000,11.312869,7.287470,-0.000000,24.441185,25.176855,-0.000000,13.887305,4.220694,0.000000
0,13,19,4,12.332077,2.235781,0.000000,5.586060,5.799647,-0.000000,17.706588,17.072504,0.000000,10.960264,5.415707,0.000000
0,14,0,4,16.943442,3.834745,0.000000,3.364332,2.853053,-0.000000,6.270471,7.274988,0.306157,1.444603,1.619938,0.312432
0,14,1,4,9.563879,0.631561,0.000000,-0.000000,0.000000,-0.000000,3.728753,4.944304,-0.000000,1.118863,1.192471,-0.000000
0,14,2,4,10.048013,0.954198,-0.000000,4.345694,1.304271,0.000000,8.727776,10.565963,0.000000,3.869317,0.000000,-0.000000
0,14,3,4,10.749275,0.858600,-0.000000,7.569481,2.821474,0.000000,15.690510,17.513356,-0.000000,8.856592,0.000000,-0.000000
0,14,4,4,13.255158,1.773496,-0.000000,10.469481,6.097831,0.000000,19.691209,21.506201,0.000000,11.048294,5.156435,0.000000
0,14,5,4,14.915055,2.696338,-0.000000,3.147599,0.000000,0.000000,15.340620,16.086828,0.000000,5.556938,7.666246,-0.000000
0,14,6,4,13.440284,2.611825,0.000000,-0.000000,2.483678,0.621910,1.860458,1.295619,0.933270,-0.000000,0.511257,1.090613
0,14,7,4,13.462202,2.118398,-0.000000,-0.000000,2.242442,0.000000,1.288969,0.120812,1.169984,-0.000000,0.040791,0.511510
0,14,8,4,11.631667,1.302967,-0.000000,-0.000000,5.353472,1.733694,-0.000000,0.000000,1.500805,-0.000000,0.601304,0.687934
0,14,9,4,7.420976,0.000000,-0.000000,-0.000000,1.345360,1.880770,0.256881,1.053786,0.688252,-0.000000,0.652571,0.587111
0,14,10,4,9.403724,0.996068,0.000000,-0.000000,1.943509,-0.000000,1.371485,0.000000,0.009953,-0.000000,0.254632,0.000000
0,14,11,4,13.764481,2.376353,-0.000000,1.689111,1.464942,-0.000000,8.633313,8.911093,0.000000,2.633841,5.389452,0.000000
0,14,12,4,13.839390,2.563940,-0.000000,6.806110,2.487478,0.000000,12.991800,14.537464,0.000000,4.839251,7.290681,-0.000000
0,14,13,4,9.770702,0.574086,0.000000,9.469118,5.808058,0.000000,18.818240,19.074367,0.000000,9.832692,3.086244,0.000000
0,14,14,4,10.218420,0.741701,0.000000,10.771833,4.619773,0.000000,20.732053,22.448534,-0.000000,13.145398,0.000000,0.000000
0,14,15,4,13.007733,1.400457,0.000000,11.961083,6.498237,-0.000000,22.397482,22.817479,-0.000000,13.017931,0.192609,-0.000000
0,14,16,4,15.159337,2.482392,-0.000000,5.351750,5.597028,-0.000000,18.394236,18.314266,-0.000000,10.352796,3.397667,-0.000000
0,14,17,4,11.709638,2.224443,0.000000,0.000000,0.000000,0.000000,1.352430,0.000000,0.000000,-0.000000,3.646313,0.000000
0,14,18,4,11.606577,1.965225,0.000000,0.000000,0.419948,2.521383,1.849766,1.048413,1.076896,-0.000000,2.581314,1.071171
0,14,19,4,10.780321,0.724163,-0.000000,0.000000,0.855564,2.163685,1.396250,1.700693,0.000000,-0.000000,1.677710,0.906086
0,15,0,4,17.206338,3.988912,-0.000000,5.052789,0.621714,0.000000,7.768687,7.921660,0.331840,2.140332,1.953913,0.338641
0,15,1,4,10.788958,1.159719,-0.000000,4.946680,1.881332,0.000000,11.871341,11.914649,0.000000,5.911986,5.027560,-0.000000
0,15,2,4,11.955730,1.405793,0.000000,6.905872,4.874081,-0.000000,15.438387,15.420816,-0.000000,7.936060,3.121776,-0.000000
0,15,3,4,11.351882,1.043110,0.000000,-0.000000,0.000000,0.000000,8.739075,7.867767,-0.000000,3.465383,4.885263,0.000000
0,15,4,4,10.674090,1.396880,-0.000000,-0.000000,0.293200,-0.000000,0.000000,0.000000,0.291092,-0.000000,1.788932,0.290957
0,15,5,4,11.984462,1.595230,-0.000000,-0.000000,4.484938,1.742961,1.684868,1.085637,0.954221,-0.000000,0.000000,0.942251
0,15,6,4,11.184596,1.126918,0.000000,-0.000000,1.358839,1.287159,0.971276,0.716551,0.031164,-0.000000,0.122930,0.021210
0,15,7,4,11.319917,1.530414,-0.000000,-0.000000,0.000000,-0.000000,1.517000,0.629626,0.224022,-0.000000,0.383840,0.569841
0,15,8,4,11.847480,1.702900,0.000000,6.862959,0.000000,-0.000000,11.299245,12.425131,0.000000,5.440105,5.329763,0.318119
0,15,9,4,10.139773,0.841696,0.000000,8.038070,4.506872,0.000000,17.773951,17.307690,0.000000,8.640012,7.346530,-0.000000
0,15,10,4,13.290495,2.156033,0.000000,11.014107,4.269518,0.000000,22.083333,23.243843,-0.000000,11.899224,2.092310,-0.000000
0,15,11,4,17.204544,3.734397,-0.000000,11.810051,5.132103,-0.000000,24.808146,24.939169,0.000000,11.385436,10.043789,-0.000000
0,15,12,4,15.745988,3.144363,-0.000000,5.495276,0.000000,-0.000000,13.601907,13.687615,-0.000000,6.063038,5.921958,0.000000
0,15,13,4,10.013056,0.737040,-0.000000,-0.000000,0.000000,0.000000,4.966167,4.355223,-0.000000,2.391421,1.240064,-0.000000
0,15,14,4,8.883054,0.801552,0.000000,-0.000000,0.809533,1.736554,0.690629,0.418755,0.923012,-0.000000,2.609209,0.370669
0,15,15,4,11.342060,1.191246,-0.000000,-0.000000,1.381275,2.032589,1.587962,0.106641,0.940425,0.000000,2.983349,0.286800
0,15,16,4,12.832414,2.039079,0.000000,-0.000000,1.922725,2.438264,3.294071,1.602377,0.928000,0.486817,3.158186,0.895920
0,15,17,4,10.589873,1.035073,0.000000,-0.000000,0.726665,0.000000,2.265153,2.666344,0.000000,0.680597,0.812349,0.266412
0,15,18,4,9.232132,0.914260,0.000000,-0.000000,0.000000,0.000000,0.427358,0.000000,0.656592,-0.000000,0.142190,0.594623
0,15,19,4,10.908496,1.002747,-0.000000,1.036522,0.000000,-0.000000,8.889736,8.693667,0.036758,3.018648,5.770850,0.000000
0,16,0,4,17.718663,4.163137,-0.000000,5.984823,1.033253,-0.000000,9.788277,9.644652,0.415086,3.402239,3.182011,0.423594
0,16,1,4,10.731017,0.838384,0.000000,1.574366,0.882693,-0.000000,10.272611,10.148128,0.417795,5.019795,5.462479,0.419553
0,16,2,4,10.738060,1.125194,-0.000000,-0.000000,1.919629,0.383964,3.774770,1.221280,0.019608,0.969267,3.060878,0.027878
0,16,3,4,9.034669,0.700911,-0.000000,-0.000000,1.352954,0.068300,0.968154,0.559117,-0.000000,-0.000000,0.424704,0.212553
0,16,4,4,9.831005,1.175551,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.163671,-0.000000
0,16,5,4,13.003172,1.730957,0.000000,5.041756,3.681105,-0.000000,10.671714,9.915946,-0.000000,4.775033,2.290729,-0.000000
0,16,6,4,14.059425,2.348654,-0.000000,7.238656,2.806280,-0.000000,16.648152,16.714585,0.000000,7.715064,6.925050,0.000000
0,16,7,4,14.692175,3.036017,0.000000,13.274316,6.825896,0.000000,22.318816,23.147277,0.000000,10.441568,8.846963,0.000000
0,16,8,4,14.788312,2.677261,-0.000000,12.371667,2.459919,-0.000000,23.393513,23.171585,0.000000,12.302688,10.653711,0.000000
0,16,9,4,11.203248,1.225133,-0.000000,-0.000000,0.000000,0.000000,8.354428,6.480706,0.000000,3.162108,3.210712,0.000000
0,16,10,4,11.822842,2.075916,-0.000000,-0.000000,0.748017,1.028430,2.912916,2.213116,1.108468,-0.000000,2.809542,0.907986
0,16,11,4,14.219818,2.536172,-0.000000,-0.000000,4.141975,2.403164,0.893835,0.487869,1.450798,-0.000000,0.015036,1.068582
0,16,12,4,13.847212,2.236026,0.000000,-0.000000,4.039400,3.085652,1.492321,0.439045,1.039907,0.334489,0.537369,0.871341
0,16,13,4,8.618793,0.501038,0.000000,-0.000000,1.912022,1.503124,2.416347,1.831433,0.622447,0.216347,1.835364,0.813803
0,16,14,4,7.124648,0.095384,0.000000,-0.000000,0.000000,-0.000000,0.111484,0.000000,0.000000,-0.000000,0.250923,0.511289
0,16,15,4,12.075449,1.372111,0.000000,2.063515,0.000000,-0.000000,8.245785,8.547521,0.000000,2.647236,4.232103,0.000000
0,16,16,4,14.536569,2.548036,-0.000000,6.367278,3.353509,0.000000,15.303765,16.573278,-0.000000,5.936482,6.591733,-0.000000
0,16,17,4,13.368771,2.111485,0.000000,7.314456,4.961193,-0.000000,18.753437,18.466199,-0.000000,8.539012,8.385037,-0.000000
0,16,18,4,12.605076,2.223984,0.000000,8.014465,5.317376,0.000000,17.586580,18.212914,-0.000000,8.581175,7.012202,0.000000
0,16,19,4,13.642637,2.333000,-0.000000,11.235991,3.549074,0.000000,24.765194,25.173460,0.000000,12.442306,8.266101,-0.000000
0,17,0,4,18.000200,4.222997,-0.000000,3.956149,2.150495,0.000000,8.753758,9.269756,0.438504,2.841815,2.842369,0.447492
0,17,1,4,10.095705,0.904591,0.000000,-0.000000,1.343064,-0.000000,5.188961,5.325695,0.427398,2.300881,1.934941,0.436158
0,17,2,4,10.507434,1.097199,-0.000000,0.605666,0.000000,-0.000000,3.541848,4.505771,-0.000000,-0.000000,0.535277,-0.000000
0,17,3,4,10.169063,0.894632,0.000000,4.872825,2.788220,0.000000,9.365978,9.411465,0.000000,4.931966,2.070227,-0.000000
0,17,4,4,12.010830,1.518017,-0.000000,9.803022,6.305087,-0.000000,16.716273,15.516133,0.000000,10.000050,3.530433,0.000000
0,17,5,4,15.776517,2.992164,0.000000,12.083307,6.215735,-0.000000,22.438721,23.137465,0.000000,10.467953,7.956346,0.000000
0,17,6,4,13.953872,2.528929,-0.000000,0.517146,1.611968,-0.000000,9.074602,9.836355,0.610076,2.437073,4.725359,0.596922
0,17,7,4,11.015994,1.385006,0.000000,-0.000000,0.100620,0.353633,0.105787,0.826806,0.835590,-0.000000,0.957831,1.181703
0,17,8,4,11.549597,1.476074,0.000000,-0.000000,4.136368,2.871825,0.000000,0.000000,1.882307,-0.000000,1.737522,1.236186
0,17,9,4,10.666538,0.955343,-0.000000,-0.000000,2.387556,2.929415,2.482608,3.493266,2.006266,-0.000000,1.217715,1.988117
0,17,10,4,10.023695,1.275766,0.000000,-0.000000,2.281376,0.675339,1.154980,1.112633,0.157018,-0.000000,1.003013,0.049999
0,17,11,4,13.007937,2.172734,-0.000000,-0.000000,0.000000,-0.000000,2.640090,1.932045,-0.000000,-0.000000,1.287439,0.000000
0,17,12,4,14.572760,2.718021,-0.000000,6.526474,2.189846,0.000000,14.771703,16.293782,0.025356,6.207100,6.144938,0.228624
0,17,13,4,10.626149,1.027702,0.000000,8.477251,4.738314,-0.000000,19.436141,20.690342,0.000000,8.296124,8.866442,-0.000000
0,17,14,4,10.075120,0.836096,0.000000,8.169290,6.514682,-0.000000,17.276217,18.733638,0.000000,9.425973,2.094777,-0.000000
0,17,15,4,14.810131,2.329731,-0.000000,10.633053,6.204638,-0.000000,23.184240,24.949240,-0.000000,12.149662,4.476805,0.000000
0,17,16,4,16.251955,3.230966,-0.000000,3.429360,1.094882,0.000000,13.829570,14.690632,-0.000000,5.908526,4.447689,-0.000000
0,17,17,4,12.238487,2.296764,-0.000000,-0.000000,0.392861,0.000000,3.071380,2.880402,0.015421,0.613474,2.737176,0.310836
0,17,18,4,10.457098,1.388442,-0.000000,-0.000000,0.279086,2.146121,0.996694,0.000000,0.692873,-0.000000,1.823999,0.890829
0,17,19,4,11.052308,0.800564,0.000000,-0.000000,1.443782,3.048153,0.785004,0.191306,1.672614,0.000000,1.920685,1.424898
0,18,0,4,18.339695,4.414537,0.000000,3.598559,1.733097,0.000000,8.732987,8.925093,0.448833,2.832885,2.583317,0.458032
0,18,1,4,10.786066,1.221395,0.000000,1.985791,0.625275,0.000000,7.145279,7.433628,0.221383,2.913212,2.381451,0.224813
0,18,2,4,12.563295,1.949591,0.000000,6.337721,1.737539,0.000000,12.956039,13.007455,0.000000,5.500991,4.671913,0.000000
0,18,3,4,11.997794,1.438911,0.000000,8.144385,6.828847,0.000000,15.777223,15.797375,0.000000,8.669469,3.712320,0.000000
0,18,4,4,12.630178,1.928012,0.000000,0.360764,0.000059,0.000000,5.889780,5.536806,0.000000,1.362086,5.430597,0.000000
0,18,5,4,12.344588,1.635794,0.000000,-0.000012,2.195726,0.912164,1.059231,0.971034,0.630279,0.000009,2.774534,1.428289
0,18,6,4,11.377106,1.121934,0.000000,-0.000017,2.464837,1.864207,1.118369,0.303860,0.328768,0.000008,0.000007,0.813336
0,18,7,4,8.992428,0.874720,0.000000,-0.000016,0.381526,0.380580,0.000002,0.170288,0.000000,0.000011,0.000011,0.000000
0,18,8,4,11.461341,1.500055,0.000000,2.216432,0.000086,0.000000,4.262550,5.814496,0.000000,1.240703,2.189637,0.000000
0,18,9,4,13.228767,1.977300,0.000000,6.823039,2.024530,0.000000,18.126653,20.143576,0.000000,7.493728,5.775468,0.000000
0,18,10,4,13.090875,2.184655,0.000000,7.840776,3.762079,0.000000,17.339355,18.004698,0.000000,8.045285,5.213638,0.000000
0,18,11,4,16.626025,3.551754,0.000000,11.777704,7.480928,0.000000,23.882278,25.429465,0.000000,10.572584,8.816830,0.000000
0,18,12,4,17.076173,3.613460,0.000000,9.911746,4.034911,0.000000,24.046879,24.153222,0.000000,11.230511,10.533688,0.000000
0,18,13,4,10.438565,1.051195,0.000000,-0.000033,0.959825,0.000000,4.539110,2.120506,0.005288,2.369247,2.676318,0.042339
0,18,14,4,9.385148,0.877191,0.000000,-0.000030,1.013712,1.689764,1.459953,0.636557,0.659087,0.000006,2.169055,0.473302
0,18,15,4,12.261529,1.786508,0.000000,-0.000020,2.194248,2.726601,2.322925,1.370135,1.358771,0.000004,2.708909,0.858674
0,18,16,4,13.351543,2.026572,0.000000,-0.000018,2.284204,2.522623,2.485367,0.462256,1.378172,0.824109,1.686010,0.525574
0,18,17,4,10.028147,1.020992,0.000000,-0.000011,1.334818,1.556250,2.187354,2.072829,0.948258,0.717440,0.000387,0.418215
0,18,18,4,8.555987,0.766696,0.000000,0.000003,0.000011,0.000000,1.053231,0.000014,0.266005,-0.000010,0.952694,0.175634
0,18,19,4,11.098285,1.361554,0.000000,2.862584,0.000073,0.000000,9.078919,8.752296,0.000000,3.984868,5.000353,0.000000
0,19,0,4,18.496975,4.478817,0.000000,4.780706,0.803125,0.000000,11.298971,10.743371,0.499813,4.311621,3.858774,0.510057
0,19,1,4,11.138175,1.317605,-0.000000,4.505312,1.965800,0.000000,10.578362,10.015360,0.584489,4.862944,4.540591,0.597022
0,19,2,4,12.505194,1.692280,0.000000,4.141616,0.000000,-0.000000,12.091687,11.522574,0.375629,5.204656,5.898154,0.375345
0,19,3,4,10.061023,0.896402,0.000000,-0.000000,1.282259,0.433745,2.023567,0.504572,0.379778,0.190273,2.912372,0.351483
