step,A_is_ee,F_W_x,F_W_y,F_W_z,F_W_mag,box_x,box_y,box_z,ee_x,ee_y,ee_z
278,0,0.0,0.0,0.0,0.0,1e-05,1e-05,0.05,0.07804,0.00205,0.04339
279,0,0.0,0.0,0.0,0.0,0.0,-0.0,0.04999,0.07792,0.00198,0.04363
280,0,0.0,0.0,0.0,0.0,0.0,-0.0,0.04999,0.0778,0.00191,0.04385
281,0,0.0,0.0,0.0,0.0,-1e-05,0.0,0.04999,0.07768,0.00183,0.04407
282,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.05,0.07756,0.00175,0.04428
283,0,0.0,0.0,0.0,0.0,0.0,-0.0,0.04999,0.07743,0.00166,0.04447
284,0,0.0,0.0,0.0,0.0,0.0,-0.0,0.05,0.07729,0.00158,0.04464
285,0,0.0,0.0,0.0,0.0,-0.0,1e-05,0.04999,0.07715,0.0015,0.0448
286,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.04999,0.07701,0.00142,0.04495
287,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.05,0.07687,0.00133,0.04508
288,0,0.0,0.0,0.0,0.0,1e-05,1e-05,0.04999,0.07651,0.00103,0.045
289,0,0.0,0.0,0.0,0.0,1e-05,-1e-05,0.04999,0.07624,9e-05,0.04431
290,0,0.0,0.0,0.0,0.0,1e-05,0.0,0.05,0.07589,-0.00128,0.04323
291,0,0.0,0.0,0.0,0.0,-0.0,0.0,0.05,0.07559,-0.00304,0.0418
292,1,-0.8631,-0.1604,-0.1309,0.8875835622632947,-1e-05,0.0,0.05,0.07524,-0.00504,0.04017
293,1,-13.2287,-1.3516,-1.2748,13.358534399027462,-2e-05,-1e-05,0.04997,0.07498,-0.00732,0.03831
294,0,0.0,0.0,0.0,0.0,-0.00025,-9e-05,0.04998,0.07471,-0.00973,0.03637
295,1,-5.0522,-7.2645,-5.8649,10.615777743528733,-0.0004,-0.00018,0.05001,0.07466,-0.01227,0.03433
296,0,0.0,0.0,0.0,0.0,-0.00042,-0.0002,0.04999,0.07446,-0.01499,0.0322
297,1,-36.8076,-6.9749,-6.2829,37.9858326245457,-0.00062,-0.00033,0.05,0.07434,-0.01786,0.03
298,0,0.0,0.0,0.0,0.0,-0.0007,-0.0003,0.05,0.07407,-0.02091,0.02773
299,0,0.0,0.0,0.0,0.0,-0.00082,-0.00041,0.04999,0.0739,-0.02405,0.02541
300,0,0.0,0.0,0.0,0.0,-0.00081,-0.00044,0.05002,0.07383,-0.02532,0.02491
301,0,0.0,0.0,0.0,0.0,-0.00093,-0.00053,0.05003,0.07375,-0.02607,0.02493
302,0,0.0,0.0,0.0,0.0,-0.00091,-0.00052,0.05,0.0736,-0.02683,0.02497
303,1,-2.068,-3.5643,0.3176,4.133004748364076,-0.00095,-0.0005,0.05001,0.07357,-0.0277,0.02493
304,0,0.0,0.0,0.0,0.0,-0.00101,-0.00056,0.04999,0.07339,-0.02851,0.02499
305,0,0.0,0.0,0.0,0.0,-0.00111,-0.00071,0.05,0.07332,-0.02945,0.02493
306,0,0.0,0.0,0.0,0.0,-0.00112,-0.00071,0.04999,0.07313,-0.03031,0.02498
307,1,-0.0005,-0.0167,0.0281,0.03269174207655505,-0.0012,-0.00068,0.05003,0.07296,-0.03127,0.02493
308,0,0.0,0.0,0.0,0.0,-0.00132,-0.0008,0.05001,0.07272,-0.03213,0.025
309,1,-0.2696,-0.896,1.5105,1.7768259368885857,-0.00141,-0.00088,0.05004,0.07256,-0.0332,0.02493
310,0,0.0,0.0,0.0,0.0,-0.00148,-0.00098,0.05002,0.07225,-0.03422,0.02499
311,1,-0.0015,-0.031,0.01,0.03260751447136074,-0.00167,-0.0011,0.04999,0.07189,-0.0354,0.02493
312,0,0.0,0.0,0.0,0.0,-0.00179,-0.00115,0.05001,0.07155,-0.03644,0.02497
313,1,-3.0554,-0.0081,0.0612,3.05602359447698,-0.00189,-0.00135,0.05,0.07129,-0.03755,0.02494
314,0,0.0,0.0,0.0,0.0,-0.00197,-0.00135,0.05004,0.07095,-0.03862,0.02498
315,1,-0.5524,-8.4538,-2.161,8.743100205304751,-0.00217,-0.0014,0.04998,0.07062,-0.03981,0.02494
316,0,0.0,0.0,0.0,0.0,-0.00228,-0.0014,0.05003,0.07028,-0.04097,0.02497
317,0,0.0,0.0,0.0,0.0,-0.00242,-0.00145,0.05004,0.07,-0.04223,0.02494
318,0,0.0,0.0,0.0,0.0,-0.00251,-0.00156,0.05,0.06953,-0.04352,0.02499
319,1,-3.574,0.265,0.0215,3.5838754512399005,-0.00274,-0.0019,0.05,0.069,-0.04501,0.02495
320,0,0.0,0.0,0.0,0.0,-0.00284,-0.00189,0.05005,0.0684,-0.04645,0.02497
321,0,0.0,0.0,0.0,0.0,-0.00306,-0.00204,0.05001,0.06782,-0.04795,0.02495
322,1,-0.3904,0.0458,0.3373,0.5179585794250348,-0.00314,-0.00203,0.05004,0.06719,-0.04943,0.02497
323,1,-0.0203,-0.1584,0.0775,0.1775074646317726,-0.0032,-0.00245,0.05002,0.06654,-0.05097,0.02496
324,0,0.0,0.0,0.0,0.0,-0.0034,-0.00269,0.05002,0.06587,-0.05256,0.02498
325,0,0.0,0.0,0.0,0.0,-0.00352,-0.00312,0.0499,0.06501,-0.05435,0.02498
326,1,-0.7308,-0.7378,0.3148,1.0851343326980305,-0.00389,-0.00344,0.04994,0.0642,-0.05617,0.02495
327,1,-23.6725,3.5119,-0.3071,23.93355402505027,-0.004,-0.0034,0.05001,0.06328,-0.05795,0.02496
328,0,0.0,0.0,0.0,0.0,-0.00417,-0.00361,0.04998,0.0625,-0.05973,0.02496
329,1,-0.1235,-0.6647,0.0838,0.6812494256878313,-0.00435,-0.00389,0.04997,0.06165,-0.0615,0.02496
330,1,-0.0,0.0,0.0,0.0,-0.00445,-0.00417,0.05002,0.06089,-0.06325,0.02496
331,0,0.0,0.0,0.0,0.0,-0.00461,-0.00442,0.04997,0.06,-0.06503,0.02498
332,1,-2.972,-13.728,1.999,14.187556836890558,-0.00493,-0.00476,0.05003,0.05893,-0.06692,0.02497
333,1,-45.5829,5.4564,-0.218,45.90882918753211,-0.00509,-0.005,0.05002,0.05769,-0.06882,0.02496
334,0,0.0,0.0,0.0,0.0,-0.00537,-0.00546,0.04993,0.05629,-0.07067,0.02497
335,1,-3.41,-12.2907,-16.9425,21.207020364492507,-0.00549,-0.00596,0.04987,0.05515,-0.07249,0.02496
336,0,0.0,0.0,0.0,0.0,-0.00558,-0.00644,0.04983,0.05409,-0.07421,0.02497
337,0,0.0,0.0,0.0,0.0,-0.00575,-0.0068,0.04997,0.05306,-0.07567,0.02522
338,0,0.0,0.0,0.0,0.0,-0.00622,-0.00685,0.05006,0.05246,-0.07652,0.02608
339,0,0.0,0.0,0.0,0.0,-0.00628,-0.0068,0.05,0.0517,-0.07752,0.02683
340,0,0.0,0.0,0.0,0.0,-0.00629,-0.00681,0.05,0.05092,-0.07853,0.02755
341,0,0.0,0.0,0.0,0.0,-0.0064,-0.00682,0.05009,0.05021,-0.07946,0.02823
342,0,0.0,0.0,0.0,0.0,-0.00667,-0.00687,0.05002,0.04956,-0.08041,0.02887
343,0,0.0,0.0,0.0,0.0,-0.00669,-0.00689,0.05001,0.04878,-0.08145,0.02947
344,0,0.0,0.0,0.0,0.0,-0.00669,-0.00689,0.05,0.04781,-0.0826,0.03
345,0,0.0,0.0,0.0,0.0,-0.00684,-0.00691,0.04999,0.04687,-0.08373,0.03049
346,0,0.0,0.0,0.0,0.0,-0.00683,-0.00691,0.05,0.04606,-0.08478,0.03092
347,0,0.0,0.0,0.0,0.0,-0.00684,-0.0069,0.05,0.04536,-0.08581,0.03131
348,0,0.0,0.0,0.0,0.0,-0.00683,-0.00691,0.04999,0.04453,-0.08685,0.03152
349,0,0.0,0.0,0.0,0.0,-0.00684,-0.00691,0.04999,0.04341,-0.08812,0.03114
350,0,0.0,0.0,0.0,0.0,-0.00683,-0.0069,0.05,0.04236,-0.08949,0.03089
351,0,0.0,0.0,0.0,0.0,-0.00683,-0.0069,0.04999,0.04132,-0.09089,0.03053
